table_schema,table_name,grantee,privilege_type
public,audit_logs,authenticated,UPDATE
public,audit_logs,postgres,DELETE
public,audit_logs,postgres,INSERT
public,audit_logs,postgres,REFERENCES
public,audit_logs,postgres,SELECT
public,audit_logs,postgres,TRIGGER
public,audit_logs,postgres,TRUNCATE
public,audit_logs,postgres,UPDATE
public,audit_logs,service_role,DELETE
public,audit_logs,service_role,INSERT
public,audit_logs,service_role,REFERENCES
public,audit_logs,service_role,SELECT
public,audit_logs,service_role,TRIGGER
public,audit_logs,service_role,TRUNCATE
public,audit_logs,service_role,UPDATE
public,booking_assignment_attempts,anon,DELETE
public,booking_assignment_attempts,anon,INSERT
public,booking_assignment_attempts,anon,REFERENCES
public,booking_assignment_attempts,anon,SELECT
public,booking_assignment_attempts,anon,TRIGGER
public,booking_assignment_attempts,anon,TRUNCATE
public,booking_assignment_attempts,anon,UPDATE
public,booking_assignment_attempts,authenticated,DELETE
public,booking_assignment_attempts,authenticated,INSERT
public,booking_assignment_attempts,authenticated,REFERENCES
public,booking_assignment_attempts,authenticated,SELECT
public,booking_assignment_attempts,authenticated,TRIGGER
public,booking_assignment_attempts,authenticated,TRUNCATE
public,booking_assignment_attempts,authenticated,UPDATE
public,booking_assignment_attempts,postgres,DELETE
public,booking_assignment_attempts,postgres,INSERT
public,booking_assignment_attempts,postgres,REFERENCES
public,booking_assignment_attempts,postgres,SELECT
public,booking_assignment_attempts,postgres,TRIGGER
public,booking_assignment_attempts,postgres,TRUNCATE
public,booking_assignment_attempts,postgres,UPDATE
public,booking_assignment_attempts,service_role,DELETE
public,booking_assignment_attempts,service_role,INSERT
public,booking_assignment_attempts,service_role,REFERENCES
public,booking_assignment_attempts,service_role,SELECT
public,booking_assignment_attempts,service_role,TRIGGER
public,booking_assignment_attempts,service_role,TRUNCATE
public,booking_assignment_attempts,service_role,UPDATE
public,booking_assignment_idempotency,anon,DELETE
public,booking_assignment_idempotency,anon,INSERT
public,booking_assignment_idempotency,anon,REFERENCES
public,booking_assignment_idempotency,anon,SELECT
public,booking_assignment_idempotency,anon,TRIGGER
public,booking_assignment_idempotency,anon,TRUNCATE
public,booking_assignment_idempotency,anon,UPDATE
public,booking_assignment_idempotency,authenticated,DELETE
public,booking_assignment_idempotency,authenticated,INSERT
public,booking_assignment_idempotency,authenticated,REFERENCES
public,booking_assignment_idempotency,authenticated,SELECT
public,booking_assignment_idempotency,authenticated,TRIGGER
public,booking_assignment_idempotency,authenticated,TRUNCATE
public,booking_assignment_idempotency,authenticated,UPDATE
public,booking_assignment_idempotency,postgres,DELETE
public,booking_assignment_idempotency,postgres,INSERT
public,booking_assignment_idempotency,postgres,REFERENCES
public,booking_assignment_idempotency,postgres,SELECT
public,booking_assignment_idempotency,postgres,TRIGGER
public,booking_assignment_idempotency,postgres,TRUNCATE
public,booking_assignment_idempotency,postgres,UPDATE
public,booking_assignment_idempotency,service_role,DELETE
public,booking_assignment_idempotency,service_role,INSERT
public,booking_assignment_idempotency,service_role,REFERENCES
public,booking_assignment_idempotency,service_role,SELECT
public,booking_assignment_idempotency,service_role,TRIGGER
public,booking_assignment_idempotency,service_role,TRUNCATE
public,booking_assignment_idempotency,service_role,UPDATE
public,booking_confirmation_results,anon,DELETE
public,booking_confirmation_results,anon,INSERT
public,booking_confirmation_results,anon,REFERENCES
public,booking_confirmation_results,anon,SELECT
public,booking_confirmation_results,anon,TRIGGER
public,booking_confirmation_results,anon,TRUNCATE
public,booking_confirmation_results,anon,UPDATE
public,booking_confirmation_results,authenticated,DELETE
public,booking_confirmation_results,authenticated,INSERT
public,booking_confirmation_results,authenticated,REFERENCES
public,booking_confirmation_results,authenticated,SELECT
public,booking_confirmation_results,authenticated,TRIGGER
public,booking_confirmation_results,authenticated,TRUNCATE
public,booking_confirmation_results,authenticated,UPDATE
public,booking_confirmation_results,postgres,DELETE
public,booking_confirmation_results,postgres,INSERT
public,booking_confirmation_results,postgres,REFERENCES
public,booking_confirmation_results,postgres,SELECT
public,booking_confirmation_results,postgres,TRIGGER
public,booking_confirmation_results,postgres,TRUNCATE
public,booking_confirmation_results,postgres,UPDATE
public,booking_confirmation_results,service_role,DELETE
public,booking_confirmation_results,service_role,INSERT
public,booking_confirmation_results,service_role,REFERENCES
public,booking_confirmation_results,service_role,SELECT
public,booking_confirmation_results,service_role,TRIGGER
public,booking_confirmation_results,service_role,TRUNCATE
public,booking_confirmation_results,service_role,UPDATE
public,booking_occasions,anon,DELETE
public,booking_occasions,anon,INSERT
public,booking_occasions,anon,REFERENCES
public,booking_occasions,anon,SELECT
public,booking_occasions,anon,TRIGGER
public,booking_occasions,anon,TRUNCATE
public,booking_occasions,anon,UPDATE
public,booking_occasions,authenticated,DELETE
public,booking_occasions,authenticated,INSERT
public,booking_occasions,authenticated,REFERENCES
public,booking_occasions,authenticated,SELECT
public,booking_occasions,authenticated,TRIGGER
public,booking_occasions,authenticated,TRUNCATE
public,booking_occasions,authenticated,UPDATE
public,booking_occasions,postgres,DELETE
public,booking_occasions,postgres,INSERT
public,booking_occasions,postgres,REFERENCES
public,booking_occasions,postgres,SELECT
public,booking_occasions,postgres,TRIGGER
public,booking_occasions,postgres,TRUNCATE
public,booking_occasions,postgres,UPDATE
public,booking_occasions,service_role,DELETE
public,booking_occasions,service_role,INSERT
public,booking_occasions,service_role,REFERENCES
public,booking_occasions,service_role,SELECT
public,booking_occasions,service_role,TRIGGER
public,booking_occasions,service_role,TRUNCATE
public,booking_occasions,service_role,UPDATE
public,booking_occasions_audit,anon,DELETE
public,booking_occasions_audit,anon,INSERT
public,booking_occasions_audit,anon,REFERENCES
public,booking_occasions_audit,anon,SELECT
public,booking_occasions_audit,anon,TRIGGER
public,booking_occasions_audit,anon,TRUNCATE
public,booking_occasions_audit,anon,UPDATE
public,booking_occasions_audit,authenticated,DELETE
public,booking_occasions_audit,authenticated,INSERT
public,booking_occasions_audit,authenticated,REFERENCES
public,booking_occasions_audit,authenticated,SELECT
public,booking_occasions_audit,authenticated,TRIGGER
public,booking_occasions_audit,authenticated,TRUNCATE
public,booking_occasions_audit,authenticated,UPDATE
public,booking_occasions_audit,postgres,DELETE
public,booking_occasions_audit,postgres,INSERT
public,booking_occasions_audit,postgres,REFERENCES
public,booking_occasions_audit,postgres,SELECT
public,booking_occasions_audit,postgres,TRIGGER
public,booking_occasions_audit,postgres,TRUNCATE
public,booking_occasions_audit,postgres,UPDATE
public,booking_occasions_audit,service_role,DELETE
public,booking_occasions_audit,service_role,INSERT
public,booking_occasions_audit,service_role,REFERENCES
public,booking_occasions_audit,service_role,SELECT
public,booking_occasions_audit,service_role,TRIGGER
public,booking_occasions_audit,service_role,TRUNCATE
public,booking_occasions_audit,service_role,UPDATE
public,booking_slots,anon,DELETE
public,booking_slots,anon,INSERT
public,booking_slots,anon,REFERENCES
public,booking_slots,anon,SELECT
public,booking_slots,anon,TRIGGER
public,booking_slots,anon,TRUNCATE
public,booking_slots,anon,UPDATE
public,booking_slots,authenticated,DELETE
public,booking_slots,authenticated,INSERT
public,booking_slots,authenticated,REFERENCES
public,booking_slots,authenticated,SELECT
public,booking_slots,authenticated,TRIGGER
public,booking_slots,authenticated,TRUNCATE
public,booking_slots,authenticated,UPDATE
public,booking_slots,postgres,DELETE
public,booking_slots,postgres,INSERT
public,booking_slots,postgres,REFERENCES
public,booking_slots,postgres,SELECT
public,booking_slots,postgres,TRIGGER
public,booking_slots,postgres,TRUNCATE
public,booking_slots,postgres,UPDATE
public,booking_slots,service_role,DELETE
public,booking_slots,service_role,INSERT
public,booking_slots,service_role,REFERENCES
public,booking_slots,service_role,SELECT
public,booking_slots,service_role,TRIGGER
public,booking_slots,service_role,TRUNCATE
public,booking_slots,service_role,UPDATE
public,booking_state_history,anon,DELETE
public,booking_state_history,anon,INSERT
public,booking_state_history,anon,REFERENCES
public,booking_state_history,anon,SELECT
public,booking_state_history,anon,TRIGGER
public,booking_state_history,anon,TRUNCATE
public,booking_state_history,anon,UPDATE
public,booking_state_history,authenticated,DELETE
public,booking_state_history,authenticated,INSERT
public,booking_state_history,authenticated,REFERENCES
public,booking_state_history,authenticated,SELECT
public,booking_state_history,authenticated,TRIGGER
public,booking_state_history,authenticated,TRUNCATE
public,booking_state_history,authenticated,UPDATE
public,booking_state_history,postgres,DELETE
public,booking_state_history,postgres,INSERT
public,booking_state_history,postgres,REFERENCES
public,booking_state_history,postgres,SELECT
public,booking_state_history,postgres,TRIGGER
public,booking_state_history,postgres,TRUNCATE
public,booking_state_history,postgres,UPDATE
public,booking_state_history,service_role,DELETE
public,booking_state_history,service_role,INSERT
public,booking_state_history,service_role,REFERENCES
public,booking_state_history,service_role,SELECT
public,booking_state_history,service_role,TRIGGER
public,booking_state_history,service_role,TRUNCATE
public,booking_state_history,service_role,UPDATE
public,booking_table_assignments,anon,DELETE
public,booking_table_assignments,anon,INSERT
public,booking_table_assignments,anon,REFERENCES
public,booking_table_assignments,anon,SELECT
public,booking_table_assignments,anon,TRIGGER
public,booking_table_assignments,anon,TRUNCATE
public,booking_table_assignments,anon,UPDATE
public,booking_table_assignments,authenticated,DELETE
public,booking_table_assignments,authenticated,INSERT
public,booking_table_assignments,authenticated,REFERENCES
public,booking_table_assignments,authenticated,SELECT
public,booking_table_assignments,authenticated,TRIGGER
public,booking_table_assignments,authenticated,TRUNCATE
public,booking_table_assignments,authenticated,UPDATE
public,booking_table_assignments,postgres,DELETE
public,booking_table_assignments,postgres,INSERT
public,booking_table_assignments,postgres,REFERENCES
public,booking_table_assignments,postgres,SELECT
public,booking_table_assignments,postgres,TRIGGER
public,booking_table_assignments,postgres,TRUNCATE
public,booking_table_assignments,postgres,UPDATE
public,booking_table_assignments,service_role,DELETE
public,booking_table_assignments,service_role,INSERT
public,booking_table_assignments,service_role,REFERENCES
public,booking_table_assignments,service_role,SELECT
public,booking_table_assignments,service_role,TRIGGER
public,booking_table_assignments,service_role,TRUNCATE
public,booking_table_assignments,service_role,UPDATE
public,booking_versions,anon,DELETE
public,booking_versions,anon,INSERT
public,booking_versions,anon,REFERENCES
public,booking_versions,anon,SELECT
public,booking_versions,anon,TRIGGER
public,booking_versions,anon,TRUNCATE
public,booking_versions,anon,UPDATE
public,booking_versions,authenticated,DELETE
public,booking_versions,authenticated,INSERT
public,booking_versions,authenticated,REFERENCES
public,booking_versions,authenticated,SELECT
public,booking_versions,authenticated,TRIGGER
public,booking_versions,authenticated,TRUNCATE
public,booking_versions,authenticated,UPDATE
public,booking_versions,postgres,DELETE
public,booking_versions,postgres,INSERT
public,booking_versions,postgres,REFERENCES
public,booking_versions,postgres,SELECT
public,booking_versions,postgres,TRIGGER
public,booking_versions,postgres,TRUNCATE
public,booking_versions,postgres,UPDATE
public,booking_versions,service_role,DELETE
public,booking_versions,service_role,INSERT
public,booking_versions,service_role,REFERENCES
public,booking_versions,service_role,SELECT
public,booking_versions,service_role,TRIGGER
public,booking_versions,service_role,TRUNCATE
public,booking_versions,service_role,UPDATE
public,bookings,anon,DELETE
public,bookings,anon,INSERT
public,bookings,anon,REFERENCES
public,bookings,anon,SELECT
public,bookings,anon,TRIGGER
public,bookings,anon,TRUNCATE
public,bookings,anon,UPDATE
public,bookings,authenticated,DELETE
public,bookings,authenticated,INSERT
public,bookings,authenticated,REFERENCES
public,bookings,authenticated,SELECT
public,bookings,authenticated,TRIGGER
public,bookings,authenticated,TRUNCATE
public,bookings,authenticated,UPDATE
public,bookings,postgres,DELETE
public,bookings,postgres,INSERT
public,bookings,postgres,REFERENCES
public,bookings,postgres,SELECT
public,bookings,postgres,TRIGGER
public,bookings,postgres,TRUNCATE
public,bookings,postgres,UPDATE
public,bookings,service_role,DELETE
public,bookings,service_role,INSERT
public,bookings,service_role,REFERENCES
public,bookings,service_role,SELECT
public,bookings,service_role,TRIGGER
public,bookings,service_role,TRUNCATE
public,bookings,service_role,UPDATE
public,capacity_outbox,anon,DELETE
public,capacity_outbox,anon,INSERT
public,capacity_outbox,anon,REFERENCES
public,capacity_outbox,anon,SELECT
public,capacity_outbox,anon,TRIGGER
public,capacity_outbox,anon,TRUNCATE
public,capacity_outbox,anon,UPDATE
public,capacity_outbox,authenticated,DELETE
public,capacity_outbox,authenticated,INSERT
public,capacity_outbox,authenticated,REFERENCES
public,capacity_outbox,authenticated,SELECT
public,capacity_outbox,authenticated,TRIGGER
public,capacity_outbox,authenticated,TRUNCATE
public,capacity_outbox,authenticated,UPDATE
public,capacity_outbox,postgres,DELETE
public,capacity_outbox,postgres,INSERT
public,capacity_outbox,postgres,REFERENCES
public,capacity_outbox,postgres,SELECT
public,capacity_outbox,postgres,TRIGGER
public,capacity_outbox,postgres,TRUNCATE
public,capacity_outbox,postgres,UPDATE
public,capacity_outbox,service_role,DELETE
public,capacity_outbox,service_role,INSERT
public,capacity_outbox,service_role,REFERENCES
public,capacity_outbox,service_role,SELECT
public,capacity_outbox,service_role,TRIGGER
public,capacity_outbox,service_role,TRUNCATE
public,capacity_outbox,service_role,UPDATE
public,customer_profiles,anon,DELETE
public,customer_profiles,anon,INSERT
public,customer_profiles,anon,REFERENCES
public,customer_profiles,anon,SELECT
public,customer_profiles,anon,TRIGGER
public,customer_profiles,anon,TRUNCATE
public,customer_profiles,anon,UPDATE
public,customer_profiles,authenticated,DELETE
public,customer_profiles,authenticated,INSERT
public,customer_profiles,authenticated,REFERENCES
public,customer_profiles,authenticated,SELECT
public,customer_profiles,authenticated,TRIGGER
public,customer_profiles,authenticated,TRUNCATE
public,customer_profiles,authenticated,UPDATE
public,customer_profiles,postgres,DELETE
public,customer_profiles,postgres,INSERT
public,customer_profiles,postgres,REFERENCES
public,customer_profiles,postgres,SELECT
public,customer_profiles,postgres,TRIGGER
public,customer_profiles,postgres,TRUNCATE
public,customer_profiles,postgres,UPDATE
public,customer_profiles,service_role,DELETE
public,customer_profiles,service_role,INSERT
public,customer_profiles,service_role,REFERENCES
public,customer_profiles,service_role,SELECT
public,customer_profiles,service_role,TRIGGER
public,customer_profiles,service_role,TRUNCATE
public,customer_profiles,service_role,UPDATE
public,customers,anon,DELETE
public,customers,anon,INSERT
public,customers,anon,REFERENCES
public,customers,anon,SELECT
public,customers,anon,TRIGGER
public,customers,anon,TRUNCATE
public,customers,anon,UPDATE
public,customers,authenticated,DELETE
public,customers,authenticated,INSERT
public,customers,authenticated,REFERENCES
public,customers,authenticated,SELECT
public,customers,authenticated,TRIGGER
public,customers,authenticated,TRUNCATE
public,customers,authenticated,UPDATE
public,customers,postgres,DELETE
public,customers,postgres,INSERT
public,customers,postgres,REFERENCES
public,customers,postgres,SELECT
public,customers,postgres,TRIGGER
public,customers,postgres,TRUNCATE
public,customers,postgres,UPDATE
public,customers,service_role,DELETE
public,customers,service_role,INSERT
public,customers,service_role,REFERENCES
public,customers,service_role,SELECT
public,customers,service_role,TRIGGER
public,customers,service_role,TRUNCATE
public,customers,service_role,UPDATE
public,demand_profiles,anon,DELETE
public,demand_profiles,anon,INSERT
public,demand_profiles,anon,REFERENCES
public,demand_profiles,anon,SELECT
public,demand_profiles,anon,TRIGGER
public,demand_profiles,anon,TRUNCATE
public,demand_profiles,anon,UPDATE
public,demand_profiles,authenticated,DELETE
public,demand_profiles,authenticated,INSERT
public,demand_profiles,authenticated,REFERENCES
public,demand_profiles,authenticated,SELECT
public,demand_profiles,authenticated,TRIGGER
public,demand_profiles,authenticated,TRUNCATE
public,demand_profiles,authenticated,UPDATE
public,demand_profiles,postgres,DELETE
public,demand_profiles,postgres,INSERT
public,demand_profiles,postgres,REFERENCES
public,demand_profiles,postgres,SELECT
public,demand_profiles,postgres,TRIGGER
public,demand_profiles,postgres,TRUNCATE
public,demand_profiles,postgres,UPDATE
public,demand_profiles,service_role,DELETE
public,demand_profiles,service_role,INSERT
public,demand_profiles,service_role,REFERENCES
public,demand_profiles,service_role,SELECT
public,demand_profiles,service_role,TRIGGER
public,demand_profiles,service_role,TRUNCATE
public,demand_profiles,service_role,UPDATE
public,email_delivery_log,anon,DELETE
public,email_delivery_log,anon,INSERT
public,email_delivery_log,anon,REFERENCES
public,email_delivery_log,anon,SELECT
public,email_delivery_log,anon,TRIGGER
public,email_delivery_log,anon,TRUNCATE
public,email_delivery_log,anon,UPDATE
public,email_delivery_log,authenticated,DELETE
public,email_delivery_log,authenticated,INSERT
public,email_delivery_log,authenticated,REFERENCES
public,email_delivery_log,authenticated,SELECT
public,email_delivery_log,authenticated,TRIGGER
public,email_delivery_log,authenticated,TRUNCATE
public,email_delivery_log,authenticated,UPDATE
public,email_delivery_log,postgres,DELETE
public,email_delivery_log,postgres,INSERT
public,email_delivery_log,postgres,REFERENCES
public,email_delivery_log,postgres,SELECT
public,email_delivery_log,postgres,TRIGGER
public,email_delivery_log,postgres,TRUNCATE
public,email_delivery_log,postgres,UPDATE
public,email_delivery_log,service_role,DELETE
public,email_delivery_log,service_role,INSERT
public,email_delivery_log,service_role,REFERENCES
public,email_delivery_log,service_role,SELECT
public,email_delivery_log,service_role,TRIGGER
public,email_delivery_log,service_role,TRUNCATE
public,email_delivery_log,service_role,UPDATE
public,feature_flag_overrides,anon,DELETE
public,feature_flag_overrides,anon,INSERT
public,feature_flag_overrides,anon,REFERENCES
public,feature_flag_overrides,anon,SELECT
public,feature_flag_overrides,anon,TRIGGER
public,feature_flag_overrides,anon,TRUNCATE
public,feature_flag_overrides,anon,UPDATE
public,feature_flag_overrides,authenticated,DELETE
public,feature_flag_overrides,authenticated,INSERT
public,feature_flag_overrides,authenticated,REFERENCES
public,feature_flag_overrides,authenticated,SELECT
public,feature_flag_overrides,authenticated,TRIGGER
public,feature_flag_overrides,authenticated,TRUNCATE
public,feature_flag_overrides,authenticated,UPDATE
public,feature_flag_overrides,postgres,DELETE
public,feature_flag_overrides,postgres,INSERT
public,feature_flag_overrides,postgres,REFERENCES
public,feature_flag_overrides,postgres,SELECT
public,feature_flag_overrides,postgres,TRIGGER
public,feature_flag_overrides,postgres,TRUNCATE
public,feature_flag_overrides,postgres,UPDATE
public,feature_flag_overrides,service_role,DELETE
public,feature_flag_overrides,service_role,INSERT
public,feature_flag_overrides,service_role,REFERENCES
public,feature_flag_overrides,service_role,SELECT
public,feature_flag_overrides,service_role,TRIGGER
public,feature_flag_overrides,service_role,TRUNCATE
public,feature_flag_overrides,service_role,UPDATE
public,leads,anon,DELETE
public,leads,anon,INSERT
public,leads,anon,REFERENCES
public,leads,anon,SELECT
public,leads,anon,TRIGGER
public,leads,anon,TRUNCATE
public,leads,anon,UPDATE
public,leads,authenticated,DELETE
public,leads,authenticated,INSERT
public,leads,authenticated,REFERENCES
public,leads,authenticated,SELECT
public,leads,authenticated,TRIGGER
public,leads,authenticated,TRUNCATE
public,leads,authenticated,UPDATE
public,leads,postgres,DELETE
public,leads,postgres,INSERT
public,leads,postgres,REFERENCES
public,leads,postgres,SELECT
public,leads,postgres,TRIGGER
public,leads,postgres,TRUNCATE
public,leads,postgres,UPDATE
public,leads,service_role,DELETE
public,leads,service_role,INSERT
public,leads,service_role,REFERENCES
public,leads,service_role,SELECT
public,leads,service_role,TRIGGER
public,leads,service_role,TRUNCATE
public,leads,service_role,UPDATE
public,loyalty_point_events,anon,DELETE
public,loyalty_point_events,anon,INSERT
public,loyalty_point_events,anon,REFERENCES
public,loyalty_point_events,anon,SELECT
public,loyalty_point_events,anon,TRIGGER
public,loyalty_point_events,anon,TRUNCATE
public,loyalty_point_events,anon,UPDATE
public,loyalty_point_events,authenticated,DELETE
public,loyalty_point_events,authenticated,INSERT
public,loyalty_point_events,authenticated,REFERENCES
public,loyalty_point_events,authenticated,SELECT
public,loyalty_point_events,authenticated,TRIGGER
public,loyalty_point_events,authenticated,TRUNCATE
public,loyalty_point_events,authenticated,UPDATE
public,loyalty_point_events,postgres,DELETE
public,loyalty_point_events,postgres,INSERT
public,loyalty_point_events,postgres,REFERENCES
public,loyalty_point_events,postgres,SELECT
public,loyalty_point_events,postgres,TRIGGER
public,loyalty_point_events,postgres,TRUNCATE
public,loyalty_point_events,postgres,UPDATE
public,loyalty_point_events,service_role,DELETE
public,loyalty_point_events,service_role,INSERT
public,loyalty_point_events,service_role,REFERENCES
public,loyalty_point_events,service_role,SELECT
public,loyalty_point_events,service_role,TRIGGER
public,loyalty_point_events,service_role,TRUNCATE
public,loyalty_point_events,service_role,UPDATE
public,loyalty_points,anon,DELETE
public,loyalty_points,anon,INSERT
public,loyalty_points,anon,REFERENCES
public,loyalty_points,anon,SELECT
public,loyalty_points,anon,TRIGGER
public,loyalty_points,anon,TRUNCATE
public,loyalty_points,anon,UPDATE
public,loyalty_points,authenticated,DELETE
public,loyalty_points,authenticated,INSERT
public,loyalty_points,authenticated,REFERENCES
public,loyalty_points,authenticated,SELECT
public,loyalty_points,authenticated,TRIGGER
public,loyalty_points,authenticated,TRUNCATE
public,loyalty_points,authenticated,UPDATE
public,loyalty_points,postgres,DELETE
public,loyalty_points,postgres,INSERT
public,loyalty_points,postgres,REFERENCES
public,loyalty_points,postgres,SELECT
public,loyalty_points,postgres,TRIGGER
public,loyalty_points,postgres,TRUNCATE
public,loyalty_points,postgres,UPDATE
public,loyalty_points,service_role,DELETE
public,loyalty_points,service_role,INSERT
public,loyalty_points,service_role,REFERENCES
public,loyalty_points,service_role,SELECT
public,loyalty_points,service_role,TRIGGER
public,loyalty_points,service_role,TRUNCATE
public,loyalty_points,service_role,UPDATE
public,loyalty_programs,anon,DELETE
public,loyalty_programs,anon,INSERT
public,loyalty_programs,anon,REFERENCES
public,loyalty_programs,anon,SELECT
public,loyalty_programs,anon,TRIGGER
public,loyalty_programs,anon,TRUNCATE
public,loyalty_programs,anon,UPDATE
public,loyalty_programs,authenticated,DELETE
public,loyalty_programs,authenticated,INSERT
public,loyalty_programs,authenticated,REFERENCES
public,loyalty_programs,authenticated,SELECT
public,loyalty_programs,authenticated,TRIGGER
public,loyalty_programs,authenticated,TRUNCATE
public,loyalty_programs,authenticated,UPDATE
public,loyalty_programs,postgres,DELETE
public,loyalty_programs,postgres,INSERT
public,loyalty_programs,postgres,REFERENCES
public,loyalty_programs,postgres,SELECT
public,loyalty_programs,postgres,TRIGGER
public,loyalty_programs,postgres,TRUNCATE
